figure_id,token_id,type,word,sentence_id,left_edge,right_edge,tag,tag_equiv,depth,stem
0,0,Epistrophe,"'d",86,16,18,"NNP","NN",1,"'d"
0,1,Epistrophe,"'d",88,57,59,"NNP","NN",1,"'d"
1,0,Epistrophe,"hear",120,11,15,"VB","VB",1,"hear"
1,1,Epistrophe,"hear",121,3,7,"VBP","VB",2,"hear"
2,0,Epistrophe,"receiv",124,26,32,"VBZ","VB",1,"receiv"
2,1,Epistrophe,"receiv",125,6,12,"NNP","NN",5,"receiv"
3,0,Epistrophe,"it",152,22,24,"PRP","WP",1,"it"
3,1,Epistrophe,"it",154,30,32,"PRP","WP",1,"it"
4,0,Epistrophe,"you",262,28,31,"PRP","WP",1,"you"
4,1,Epistrophe,"you",263,13,16,"PRP","WP",1,"you"
5,0,Epistrophe,"st",310,34,36,"NN","NN",1,"st"
5,1,Epistrophe,"st",312,33,35,"NN","NN",3,"st"
6,0,Epistrophe,"'d",431,31,33,"MD","MD",2,"'d"
6,1,Epistrophe,"'d",433,33,35,"NNP","NN",1,"'d"
6,2,Epistrophe,"'d",435,18,20,"NNP","NN",1,"'d"
6,3,Epistrophe,"'d",436,28,30,"MD","MD",5,"'d"
7,0,Epistrophe,"toil",482,8,12,"VBP","VB",1,"toil"
7,1,Epistrophe,"toil",483,25,29,"VBP","VB",1,"toil"
8,0,Epistrophe,"'d",633,9,11,"MD","MD",1,"'d"
8,1,Epistrophe,"'d",634,68,70,"MD","MD",1,"'d"
9,0,Epistrophe,"love",676,2,6,"VBP","VB",1,"love"
9,1,Epistrophe,"love",677,2,6,"VBP","VB",1,"love"
10,0,Epistrophe,"thou",701,30,34,"PRP","WP",1,"thou"
10,1,Epistrophe,"art",701,34,37,"VBP","VB",1,"art"
10,2,Epistrophe,"thou",702,6,10,"NNP","NN",1,"thou"
10,3,Epistrophe,"art",702,10,13,"VBP","VB",1,"art"
10,4,Epistrophe,"thou",704,9,13,"VBZ","VB",2,"thou"
10,5,Epistrophe,"art",704,13,16,"NN","NN",1,"art"
11,0,Epistrophe,"'d",705,19,21,"MD","MD",5,"'d"
11,1,Epistrophe,"'d",707,49,51,"NNP","NN",1,"'d"
12,0,Epistrophe,"love",719,8,12,"VB","VB",2,"love"
12,1,Epistrophe,"her",719,12,15,"PRP","WP",1,"her"
12,2,Epistrophe,"love",720,19,23,"VBP","VB",2,"love"
12,3,Epistrophe,"her",720,23,26,"PRP","WP",1,"her"
13,0,Epistrophe,"her",719,12,15,"PRP","WP",1,"her"
13,1,Epistrophe,"her",720,23,26,"PRP","WP",1,"her"
13,2,Epistrophe,"her",722,35,38,"PRP","WP",1,"her"
14,0,Epistrophe,"part",799,17,21,"NN","NN",1,"part"
14,1,Epistrophe,"part",801,24,28,"NN","NN",1,"part"
15,0,Epistrophe,"love",891,3,7,"VBP","VB",1,"love"
15,1,Epistrophe,"love",892,3,7,"NN","NN",1,"love"
16,0,Epistrophe,"one",920,10,13,"NN","NN",1,"on"
16,1,Epistrophe,"one",921,9,12,"NN","NN",1,"on"
16,2,Epistrophe,"one",923,9,12,"CD","CD",1,"on"
17,0,Epistrophe,",",1146,5,6,"JJ","JJ",1,","
17,1,Epistrophe,",",1147,5,6,"UH","UH",1,","
18,0,Epistrophe,"'d",1160,32,34,"MD","MD",1,"'d"
